school,division,gender,jersey,name,position,class_year,height_in,hometown,major,club_team
Nova Southeastern,D2,W,16,Liwa Nilsson,F,Jr,,"Västerås, Sweden",,
Nova Southeastern,D2,W,17,Stina Roswall,D,Sr,,"Enkoping, Sweden",,
Nova Southeastern,D2,W,18,Haley Mettrick,M,Jr,,"Towson, Md.",,
Nova Southeastern,D2,W,19,Emma Besl,M,Jr,,"Grand Island, N.Y.",,
Nova Southeastern,D2,W,20,Sophia Dawson,M,Fr,,"Brownsburg, Ind.",,
Nova Southeastern,D2,W,21,Michelle Barrero,F,Jr,,"Mexico City, Mexico",,
Nova Southeastern,D2,W,22,Fiona Khankhanian,D,Fr,,"Fort Collins, Colo.",,
Nova Southeastern,D2,W,23,Lova Korpas,F,Fr,,"Borås, Sweden",,
Nova Southeastern,D2,W,24,Bella Larriu,F,So,,"West Palm Beach, Fla.",,
Nova Southeastern,D2,W,25,Isabel Davis,D,Sr,,"Des Moines, Iowa",,
Nova Southeastern,D2,W,28,Oliwia Loeman,F,Fr,,"Rijkevorsel, Poland",,
Nova Southeastern,D2,W,30,Kajsa Lang,D,Sr,,"Kalmar, Sweden",,
Nova Southeastern,D2,W,33,Gracie Brink,GK,Fr,,"Copley, Ohio",,
Palm Beach Atlantic,D2,M,0,Justin Jobson,GK,Fr,,"Delray Beach, Fla.",,
Palm Beach Atlantic,D2,M,00,Max McColloch,GK,Fr,,"Tampa, Fla.",,
Palm Beach Atlantic,D2,M,1,Omar Einarsson,GK,Jr,,"Reykjavik, Iceland",,
Palm Beach Atlantic,D2,M,2,Livio von Holzen,D,So,,"Baar, Switzerland",,
Palm Beach Atlantic,D2,M,3,Matteo Colombo,D,Sr,,"Milan, Italy",,
Palm Beach Atlantic,D2,M,4,Paul Danner,D,Sr,,"Bielefeld, Germany",,
Palm Beach Atlantic,D2,M,5,Juan Hermoso,D,Sr,,"Mendoza, Argentina",,
Palm Beach Atlantic,D2,M,6,Rufus Roth,D,Sr,,"Marktoberdorf, Germany",,
Palm Beach Atlantic,D2,M,7,Tin Vastic,F,Jr,,"Split, Croatia",,
Palm Beach Atlantic,D2,M,8,Eli Ghebreab,M,Sr,,"Rotterdam, Netherlands",,
Palm Beach Atlantic,D2,M,9,Ole Lichter,F,So,,"Sankt Augusting, Germany",,
Palm Beach Atlantic,D2,M,10,Yassir Smlali,M,Sr,,"Amsterdam, Netherlands",,
Palm Beach Atlantic,D2,M,11,Marian Rutkowski,F,So,,"Hannover, Germany",,
Palm Beach Atlantic,D2,M,12,Niklas Mahler,D,Sr,,"Stuttgart, Germany",,
Palm Beach Atlantic,D2,M,14,Joshua Wicks,M,Sr,,"Harrogate, England",,
Palm Beach Atlantic,D2,M,15,Kobi Thomas,D,Fr,,"Coral Springs, Fla.",,
Palm Beach Atlantic,D2,M,16,Veit Klement,F,Sr,,"Aschaffenburg, Germany",,
Palm Beach Atlantic,D2,M,17,Marius Brondbo,F,Sr,,"Trondheim, Norway",,
Palm Beach Atlantic,D2,M,18,Clement Scaccia,M,Sr,,"Nancy, France",,
Palm Beach Atlantic,D2,M,19,Titus Beuckman,M,Sr,,"West Palm Beach, Fla.",,
Palm Beach Atlantic,D2,M,20,Mattia Bui,D,Sr,,"Brescia, Italy",,
Palm Beach Atlantic,D2,M,21,Fabio Reck,M,Sr,,"Sennfeld, Germany",,
Palm Beach Atlantic,D2,M,22,Julian Walby,M,Fr,,"Port Saint Lucie, Fla.",,
Palm Beach Atlantic,D2,M,23,Kellen Johnson,F,Fr,,"Jacksonville, Fla.",,
Palm Beach Atlantic,D2,M,24,Jalen Williams,F,So,,"Chicago, Ill.",,
Palm Beach Atlantic,D2,M,25,Kylen DeStefano,D,So,,"Palm Beach Gardens, Fla.",,
Palm Beach Atlantic,D2,M,26,Lucas Velazco,M,Fr,,"Oakland Park, Fla.",,
Palm Beach Atlantic,D2,M,28,Quinlan van Arkel,M,Jr,,"Dordrecht, Netherlands",,
Palm Beach Atlantic,D2,M,29,Marko Borovic,F,Fr,,"Belgrade, Serbia",,
Palm Beach Atlantic,D2,M,32,Giancarlo Walsh,F,So,,"Jacksonville, Fla.",,
Palm Beach Atlantic,D2,M,99,Flavio Giannini,GK,Sr,,"Rome, Italy",,
Palm Beach Atlantic,D2,W,0,Jadyn Stults,GK,Fr,,"Delaware, Ohio.",,
Palm Beach Atlantic,D2,W,1,Brooke Delzatto,GK,So,,"Lindenhurst, N.Y.",,
Palm Beach Atlantic,D2,W,2,Cassidy Norley,F,Sr,,"Pennsburg, Pa.",,
Palm Beach Atlantic,D2,W,3,Mallory Holway,D,Fr,,"Highlands Ranch, Colo.",,
Palm Beach Atlantic,D2,W,4,Ellie Schartner,D,Fr,,"Royal Palm Beach, Fla.",,
Palm Beach Atlantic,D2,W,5,Jayden Heil,D,Jr,,"Littleton, Colo.",,
Palm Beach Atlantic,D2,W,6,Kali Young,M,Fr,,"Bonita Springs, Fla.",,
Palm Beach Atlantic,D2,W,7,Kayla Sciortino,M,So,,"Freehold, N.J.",,
Palm Beach Atlantic,D2,W,8,Abigail Longstaff,M,So,,"Orlando, Fla.",,
Palm Beach Atlantic,D2,W,9,Riley Chapman,D,So,,"Jacksonville, Fla.",,
Palm Beach Atlantic,D2,W,10,Meren Patton,M,So,,"Jupiter, Fla.",,
Palm Beach Atlantic,D2,W,11,Natalia Ragonese,F,So,,"Jupiter, Fla.",,
Palm Beach Atlantic,D2,W,12,Grace Pleinis,D,So,,"Tampa, Fla.",,
Palm Beach Atlantic,D2,W,14,Reagan McKinley,D,Fr,,"Austin, Texas.",,
Palm Beach Atlantic,D2,W,16,Madison Kovar,D,Sr,,"San Diego, Calif.",,
Palm Beach Atlantic,D2,W,18,Brogan MacIsaac,M,Sr,,"Ontario, Canada",,
Palm Beach Atlantic,D2,W,19,Caroline Henseler,D,Fr,,"Virginia Beach, VA.",,
Palm Beach Atlantic,D2,W,20,Mia Figuerola,M,Fr,,"Bradenton, Fla.",,
Palm Beach Atlantic,D2,W,22,Kelsi Bennett,F,Fr,,"Hillard, Ohio.",,
Palm Beach Atlantic,D2,W,23,Mya Webb,M,So,,"Nitro, W.Va.",,
Palm Beach Atlantic,D2,W,24,Liv Schaller,M,So,,"Cromwell, Conn.",,
Palm Beach Atlantic,D2,W,26,Kendall Popp,F,Jr,,"Easton, Pa.",,
Palm Beach Atlantic,D2,W,27,Jordan Lavery,F,So,,"Phoenix, Ariz.",,
Palm Beach Atlantic,D2,W,28,Maddie Hulme,F,So,,"Columbus, Ohio",,
Palm Beach Atlantic,D2,W,29,Keira Dawley,GK,Jr,,"Charleston, S.C.",,
Palm Beach Atlantic,D2,W,33,Brecken Slockett,M,Jr,,"Winter Park, Fla.",,
Johns Hopkins,D3,M,0,Simon Turner,GK,Jr,,"Chandler, AZ",,
Johns Hopkins,D3,M,00,Ryan Aiken,GK,Jr,,"Orinda, CA",,
Johns Hopkins,D3,M,1,John Ghanem,GK,So,,"Orlando, FL",,
Johns Hopkins,D3,M,2,CJ Feldman,D,Jr,,"Wilmette, IL",,
Johns Hopkins,D3,M,3,Liam Bridges,D,Sr,,"Chapel Hill, NC",,
Johns Hopkins,D3,M,4,Will Andrus,D,Sr,,"Fallston, MD",,
Johns Hopkins,D3,M,7,Giulian Laudisa,F,Sr,,"Beverly Hills, CA",,
Johns Hopkins,D3,M,8,Jacob Sardinha,M,Jr,,"Winchester, MA",,
Johns Hopkins,D3,M,9,Sean Vaghedi,F,Sr,,"Reston, VA",,
Johns Hopkins,D3,M,10,Jackson Shapiro,M,Sr,,"Calabasas, CA",,
Johns Hopkins,D3,M,12,Scotty Coleman,M,Sr,,"Westport, CT",,
Johns Hopkins,D3,M,13,Connor Wilkes,M,Fr,,"Cincinnati, OH",,
Johns Hopkins,D3,M,14,Christian Clarke,M,Jr,,"Carrollton, VA",,
Johns Hopkins,D3,M,15,Javi Ordonez,M,Sr,,"Rosenberg, TX",,
Johns Hopkins,D3,M,16,Nate Kim,M,Fr,,"San Jose, CA",,
Johns Hopkins,D3,M,17,Brendan Listzwan,F,Fr,,"Harvard, MA",,
Johns Hopkins,D3,M,18,Juan Bruzzone,D,Fr,,"Riverside, CT",,
Johns Hopkins,D3,M,19,Dusty Dwyer,D,Fr,,"Fort Myers Beach, FL",,
Johns Hopkins,D3,M,20,Jason Pan,M,So,,"Shanghai, China",,
Johns Hopkins,D3,M,21,Alex Gardner,M,So,,"Falls Church, VA",,
Johns Hopkins,D3,M,22,Turner Orvin,M,Jr,,"Charleston, SC",,
Johns Hopkins,D3,M,23,Rishi Pathak,D,So,,"Carlsbad, CA",,
Johns Hopkins,D3,M,24,Thomas Bean,D,Fr,,"Rockville, MD",,
Johns Hopkins,D3,M,25,Aidan Cullinane,D,Fr,,"Quincy, MA",,
Johns Hopkins,D3,M,26,Arnav Patel,D,So,,"Warrendale, PA",,
Johns Hopkins,D3,M,27,Thomas Howlett,D,Sr,,"Glendora, CA",,
Johns Hopkins,D3,M,28,Paul Sapilewski,F,Fr,,"Redwood City, CA",,
Johns Hopkins,D3,M,29,Bryce Hatch,D,Fr,,"Rolling Hills, CA",,
Johns Hopkins,D3,M,32,Lamine Camara,D,So,,"New York, NY",,
Johns Hopkins,D3,W,0,Ella Kruntchev,GK,Fr,,"San Diego, CA",,
Johns Hopkins,D3,W,01,Stephanie Wyszkowski,GK,Jr,,"Miami, FL",,
Johns Hopkins,D3,W,1,Eva Breiland,GK,Jr,,"Minneapolis, MN",,
Johns Hopkins,D3,W,2,Anwyn Tsalik,D,Fr,,"Cary, NC",,
Johns Hopkins,D3,W,3,Darcy Long,D,So,,"San Jose, CA",,
Johns Hopkins,D3,W,4,Annie Isphording,D,Sr,,"Cincinnati, OH",,
Johns Hopkins,D3,W,5,Kei Kitamura,M,Sr,,"San Jose, CA",,
Johns Hopkins,D3,W,6,Natalie Smith,M,Sr,,"Los Altos Hills, CA",,
Johns Hopkins,D3,W,7,Maria Dilts,D,So,,"Villa Hills, KY",,
Johns Hopkins,D3,W,8,Trevianna Barto,M,So,,"Boulder, CO",,
Johns Hopkins,D3,W,9,Gwen Rauvola,F,So,,"San Diego, CA",,
Johns Hopkins,D3,W,10,Irene Sanchez Burgueño,F,So,,"North Bethesda, MD",,
Johns Hopkins,D3,W,11,Maria Romo-Nichols,F,Sr,,"Denver, CO",,
Johns Hopkins,D3,W,12,Ella Macko,D,Sr,,"Burlingame, CA",,
Johns Hopkins,D3,W,13,Lily Gaston,D,Sr,,"Bethel Park, PA",,
Johns Hopkins,D3,W,14,Lena Olbrys,F,Fr,,"Ridgefield, CT",,
Johns Hopkins,D3,W,15,Caroline Marcus,F,Jr,,"Fairfield, CT",,
Johns Hopkins,D3,W,16,Tatum Adamson,M,Sr,,"Hartland, WI",,
Johns Hopkins,D3,W,17,Kendall Frederick,M,So,,"Bethesda, MD",,
Johns Hopkins,D3,W,18,Dianna Kucy,D,Jr,,"Troy, MI",,
Johns Hopkins,D3,W,19,Lauren Fang,M,Jr,,"Germantown, TN",,
Johns Hopkins,D3,W,20,Calista Poulos,F,Sr,,"Brooklyn, NY",,
Johns Hopkins,D3,W,21,Carolyn Johnson,M,So,,"St. Augustine, FL",,
Johns Hopkins,D3,W,22,Estee Marcus,M,Jr,,"Alexandria, VA",,
Johns Hopkins,D3,W,23,Kendall Malmros,M,So,,"New Hope, PA",,
Johns Hopkins,D3,W,24,Megha Salvi,M,Sr,,"Sunnyvale, CA",,
Johns Hopkins,D3,W,26,Ava Venuti,D,Jr,,"Bedford, MA",,
Johns Hopkins,D3,W,27,Carolina Chao,D,Fr,,"Charlottesville, VA",,
Johns Hopkins,D3,W,28,Maddie Burchfiel,D,Fr,,"The Woodlands, TX",,
Johns Hopkins,D3,W,29,Keira Petrucelli,M,Fr,,"Oak Brook, IL",,
Johns Hopkins,D3,W,30,Kate Stone,F,Jr,,"Mountain View, CA",,
Johns Hopkins,D3,W,33,Sayre Burwell,D,Jr,,"Seattle, WA",,
Johns Hopkins,D3,W,35,Kyra Huckelbridge,M,Fr,,"Phoenix, AZ",,
Johns Hopkins,D3,W,88,Emma Anderson,GK,Sr,,"Niskayuna, NY",,
Christopher Newport,D3,M,0,Caleb Johnson,GK,So,,"Takoma Park, Md.",,
Christopher Newport,D3,M,00,Matt Yates,GK,Sr,,"Virginia Beach, Va.",,
Christopher Newport,D3,M,1,Kelvin VandeHei,M,Jr,,"Alexandria, Va.",,
Christopher Newport,D3,M,2,Diego Torres,D,So,,"Manassas, Va.",,
Christopher Newport,D3,M,3,Carson Friedlein,D,Jr,,"Midlothian, Va.",,
Christopher Newport,D3,M,4,Jack Otto,D,Jr,,"Oakton, Va.",,
Christopher Newport,D3,M,5,Michael Hackworth,M,Sr,,"Yorktown, Va.",,
Christopher Newport,D3,M,6,Declan Karney,D,Jr,,"Severna Park, Md.",,
Christopher Newport,D3,M,7,Tim McGuire,F,So,,"Glastonbury, Conn.",,
Christopher Newport,D3,M,8,Riley Usher,M,Sr,,"Toano, Va.",,
Christopher Newport,D3,M,9,Joe Summerfield,F,Sr,,"Hampton, Va.",,
Christopher Newport,D3,M,10,Josh Monzon,M,Jr,,"Oakton, Va.",,
Christopher Newport,D3,M,11,Caleb Lewis,M,Sr,,"Yorktown, Va.",,
Christopher Newport,D3,M,12,August Welsh,D,So,,,,
Christopher Newport,D3,M,13,Hayden Flory,M,Jr,,"Elizabethtown, Pa.",,
Christopher Newport,D3,M,14,Alex Stell,D,Sr,,"Staunton, Va.",,
Christopher Newport,D3,M,15,Carylon Jackson,D,Jr,,,,
Christopher Newport,D3,M,16,Ryan Buckon,F,Jr,,"Virginia Beach, Va.",,
Christopher Newport,D3,M,17,Griffin Weaver,M,Fr,,"Virginia Beach, Va.",,
Christopher Newport,D3,M,18,Chase Fulk,M,Fr,,"Tampa, Fla.",,
Christopher Newport,D3,M,19,Ethan Arnolds,M,So,,"Springfield, Va.",,
Christopher Newport,D3,M,20,Miles Maggioncalda,M,Sr,,"Hagerstown, Md.",,
Christopher Newport,D3,M,21,Manzi Siibo,M,Sr,,"Haymarket, Va.",,
Christopher Newport,D3,M,22,Brayden Moyssiadis,D,Fr,,"Aldie, Va.",,
Christopher Newport,D3,M,23,Shaurya Thakur,M,So,,"South Riding, Va.",,
Christopher Newport,D3,M,24,Mason Robotham,,Fr,,,,
Christopher Newport,D3,M,25,Colin Skwirut,M,Sr,,"Hampton, Va.",,
Christopher Newport,D3,M,26,Henry Houser,GK,Fr,,,,
Christopher Newport,D3,M,28,Layton Glover,GK,Fr,,"Bowie, Md.",,
Christopher Newport,D3,M,29,Mickael Azarya,M,Fr,,,,
Christopher Newport,D3,M,30,Ben Sullivan,D,Jr,,"Harrisonburg, Va.",,
Christopher Newport,D3,M,32,Yazan Yaghmmour,D,Sr,,"Haymarket, Va.",,
Christopher Newport,D3,M,35,Evan Rupe,F,Sr,,"Radford, Va.",,
Christopher Newport,D3,M,36,Drew McWhinney,F,Sr,,"Arlington, Va.",,
Christopher Newport,D3,W,0,Amy Sidaway,GK,Sr,,"Shelby Township, Mich.",,
Christopher Newport,D3,W,00,Sarah Graham,GK,Fr,,"Catonsville, Md.",,
Christopher Newport,D3,W,1,Aubrey Graham,M,Fr,,"Haymarket, Va.",,
Christopher Newport,D3,W,3,Julia Joyner,F,So,,"Fairfax, Va.",,
Christopher Newport,D3,W,4,Avery Spell,M,Jr,,"Virginia Beach, Va.",,
Christopher Newport,D3,W,5,McKenna Kolasch,M,Sr,,"Haymarket, Va.",,
Christopher Newport,D3,W,6,Anaya Lozano,M,Jr,,"Virginia Beach, Va.",,
Christopher Newport,D3,W,7,Addy Hennessy,D,So,,"Norfolk, Va.",,
Christopher Newport,D3,W,8,Bella DiTommaso,D,Sr,,"Ashburn, Va.",,
Christopher Newport,D3,W,9,AP Webb,F,Sr,,"Lynchburg, Va.",,
Christopher Newport,D3,W,10,Ava Rassool,F,Fr,,"Virginia Beach, Va.",,
Christopher Newport,D3,W,11,Alessi Carrier,F,Fr,,"Oakton, Va.",,
Christopher Newport,D3,W,12,Stella Corso,D,So,,"Fairfax Station, Va.",,
Christopher Newport,D3,W,14,Sarah Ramsey,M,Jr,,"Lynchburg, Va.",,
Christopher Newport,D3,W,15,Catie Borsuk,M,Fr,,"Ashburn, Va.",,
Christopher Newport,D3,W,16,MJ Mock,M,Fr,,"Ellicott City, Md.",,
Christopher Newport,D3,W,17,Bella Aguayo,D,Jr,,"Ashburn, Va.",,
Christopher Newport,D3,W,18,Brooke White,M,Sr,,"Wake Forest, N.C.",,
Christopher Newport,D3,W,19,Lexi Hazelgrove,M,Sr,,"Centreville, Va.",,
Christopher Newport,D3,W,20,Bella Ventimiglia,F,Sr,,"Rockville, Md.",,
Christopher Newport,D3,W,22,Caelyn LaFlamme,M,Fr,,"Lawrence, N.J.",,
Christopher Newport,D3,W,23,Riley Phillips,D,Sr,,"Murrysville, Pa.",,
Christopher Newport,D3,W,25,Ellie Diehl,M,Jr,,"Midlothian, Va.",,
Christopher Newport,D3,W,26,Grace Shifflett,F,Jr,,"Herndon, Va.",,
Christopher Newport,D3,W,27,Natalie Stern,M,So,,"High Point, N.C.",,
Christopher Newport,D3,W,34,Saige Berta,M,So,,"Woodbridge, Va.",,
Christopher Newport,D3,W,38,Nora Cook,D,So,,"Fairfax, Va.",,
Christopher Newport,D3,W,39,Malayah Warner,D,So,,"San Diego, Calif.",,
Ithaca,D3,M,0,Johannes Berghahn,GK,Sr,,"Madison, Wis.",,Madison 56ers
Ithaca,D3,M,00,Bryson Shaull,GK,Sr,,"Waynesboro, Pa.",,Baltimore Celtic ECNL
Ithaca,D3,M,1,Brayden Milbrandt,GK,Jr,,"Granby, Conn.",,FSA FC ECNL
Ithaca,D3,M,2,Jack Longo,M,Sr,,"Tinton Falls, N.J.",,Match Fit
Ithaca,D3,M,3,CJ Abbott,D,Fr,,"East Northport, N.Y.",,SUSA ECNL
Ithaca,D3,M,4,Riley Donelan,D,Sr,,"Delray Beach, Fla.",,Team Boca
Ithaca,D3,M,5,Drew Warren,M,Sr,,"Wayne, Pa.",,Sporting PA
Ithaca,D3,M,6,Liam Breslin,M,Jr,,"Landenberg, Pa.",,PA Classics MLS Next
Ithaca,D3,M,7,Jack Carney,F,Jr,,"Framingham, Mass.",,Boston Bolts ECNL
Ithaca,D3,M,8,Andrew Kusek,F,Sr,,"Schenectady, N.Y.",,Black Watch Premier
Ithaca,D3,M,9,Jared Krasnove,F,Sr,,"Monroe, N.J.",,Match Fit
Ithaca,D3,M,10,Cameron Wooten,M,Jr,,"Nashville, Tenn.",,Nashville United SA
Ithaca,D3,M,11,Jack Nelson,M,Jr,,"Renton, Wash.",,Eastside FC ECNL
Ithaca,D3,M,12,Nathan Waychoff,F,Sr,,"Huntingdon Valley, Pa.",,FC Delco
Ithaca,D3,M,13,Jack Walker,D,Sr,,"Oceanport, N.J.",,Peninsula Premier Eagles
Ithaca,D3,M,14,Trevor Barrett,M,Fr,,"Marlboro, N.J.",,Cedar Stars
Ithaca,D3,M,15,Nick Dignazio,D,Jr,,"Wallingford, Pa.",,1776 United FC
Ithaca,D3,M,16,Joshua Bourdoulous,M,So,,"Oxford, Conn.",,Connecticut FC
Ithaca,D3,M,17,Emile Antoine,F,Fr,,"Syracuse, N.Y.",,Rush Select
Ithaca,D3,M,18,Braden Delgado,F,So,,"Dresher, Pa.",,FC Delco
Ithaca,D3,M,19,Emmett Enriquez,M,So,,"Denver, Colo.",,Colorado Rapids ECNL
Ithaca,D3,M,20,Ryan Levy,M,Fr,,"Dix Hills, N.Y.",,SUSA ECNL
Ithaca,D3,M,21,Myles McKenna,D,So,,"Hopewell Junction, N.Y.",,Quickstrike
Ithaca,D3,M,22,Gustav Bauerle,M,Jr,,"Belmont, Mass.",,Union Popular Langreo
Ithaca,D3,M,23,Myles Ryan,D,Sr,,"Philadelphia, Pa.",,Matchfit
Ithaca,D3,M,24,Kaden Bono,M,Fr,,"Audubon, Pa.",,FC Delco
Ithaca,D3,M,25,Colin Adams,D,Jr,,"Flemington, N.J.",,PDA ECNL
Ithaca,D3,M,26,Kloden Rapp,D,Fr,,"Greene, N.Y.",,Flash Binghamton
Ithaca,D3,M,27,Ben White,M,Fr,,"Wakefield, R.I.",,Bayside FC
Ithaca,D3,M,28,Ikey Borden,M,Sr,,"Ithaca, N.Y.",,Syracuse FC
Ithaca,D3,M,30,LJ Melucci,M,Fr,,"Littleton, Colo.",,Real Colorado
Ithaca,D3,M,31,Nathan Klym,D,Fr,,"Apalachin, N.Y.",,Flash Binghamton
Ithaca,D3,M,32,Juan Gonzalez-Mayoral,D,Fr,,"West Islip, N.Y.",,Dix Hills Soccer Club
Ithaca,D3,M,33,Nico Bradley,M,Fr,,"Newton, Mass.",,IFA
Ithaca,D3,M,34,Pat Morano,M,Fr,,"Shoreham, N.Y.",,SUSA FC
Ithaca,D3,M,35,Braeden Jerrom,D,Fr,,"Pennsburg, Pa.",,Ukies
Ithaca,D3,W,0,Tamia Silvera,GK,Jr,,"Brockton, Mass.",,
Ithaca,D3,W,00,Katrina Varnum,GK,Jr,,"Stoughton, Mass.",,
Ithaca,D3,W,01,Alessandra Castaneda,GK,Jr,,"Union City, N.J.",,
Ithaca,D3,W,2,Sophie White,M,Sr,,"South Kingstown, R.I.",,
Ithaca,D3,W,4,Kyra Lynch,,So,,"Syracuse, N.Y.",,
Ithaca,D3,W,5,Jayne Bogle,F,Sr,,"Newtown, Pa.",,
Ithaca,D3,W,7,Meaghan Baggoo,D,Jr,,"Montgomery Village, Md.",,
Ithaca,D3,W,9,Lilyana Baldi,F,Sr,,"Commack, N.Y.",,
Ithaca,D3,W,10,Julia Gilgar,M,Sr,,"Riverdale, N.J.",,
Ithaca,D3,W,11,Rian Detweiler,F,So,,"Doylestown, Pa.",,
Ithaca,D3,W,12,Kylee Farrer,D,Jr,,"Pueblo, Colo.",,
Ithaca,D3,W,15,Alyssa Andracki,M,Sr,,"Hilton, N.Y.",,
Ithaca,D3,W,16,Riley Bovardi,D,So,,"Boxford, Mass.",,
Ithaca,D3,W,17,Zara Nourie,M,Sr,,"St. Louis, Mo.",,
Ithaca,D3,W,19,Julia D'Anza,M,So,,"Rochester, N.Y.",,
Ithaca,D3,W,21,Ella Shorkey,F,Sr,,"Pittsburgh, Pa.",,
Ithaca,D3,W,22,Kiera King,D,So,,"Hollis, N.H.",,
Ithaca,D3,W,25,Mia Medearis,M,Sr,,"Alexandria, Va.",,
Ithaca,D3,W,30,Casey Gorman,F,Jr,,"Pittsburgh, Pa.",,
Ithaca,D3,W,33,Margo Kasenchar,D,Sr,,"Ambler, Pa.",,
Skidmore,D3,W,0,Sophia Sayers,GK,So,,"Sandown, NH",,
Skidmore,D3,W,00,Nikolette Aponte,GK,Sr,,"Union, NJ",,
Skidmore,D3,W,1,Avery Rogers,GK,Sr,,"Bourne, MA",,
Skidmore,D3,W,2,Riley Vavolizza,D,Sr,,"Pleasantville, NY",,
Skidmore,D3,W,3,Estela Uddin-Alves,D,Fr,,"Barrington, RI",,
Skidmore,D3,W,4,Amanda Shannon,D,Jr,,"Center Moriches, NY",,
Skidmore,D3,W,5,Emma Toland,D,Sr,,"Bolton, MA",,
Skidmore,D3,W,6,Kaelyn Greene,D,So,,"Acton, MA",,
Skidmore,D3,W,7,Bryn Ryan,F,Fr,,"Arlington, MA",,
Skidmore,D3,W,8,Olivia Chandler,D,So,,"Simsbury, CT",,
Skidmore,D3,W,9,Sarah Hailey,F,So,,"Stowe, VT",,
Skidmore,D3,W,10,Alina Alcantara,M,So,,"Egg Harbor City, NJ",,
Skidmore,D3,W,11,Grace Lazzara,M,Sr,,"Berlin, CT",,
Skidmore,D3,W,12,Jillian Foley,D,Fr,,"Scarborough, Maine",,
Skidmore,D3,W,13,Ellianna Caporusso,M,Jr,,"Denville, NJ",,
Skidmore,D3,W,14,Hazel Aiello,D,Jr,,"Montclair, NJ",,
Skidmore,D3,W,15,Alexandra Verna,D,Jr,,"Rye, NY",,
Skidmore,D3,W,16,Katie McLaughlin,M,Fr,,"Portage, MI",,
Skidmore,D3,W,17,Josie Oliveira,M,Sr,,"South Burlington, VT",,
Skidmore,D3,W,18,Brooke Zienowicz,D,Jr,,"Mount Olive, NJ",,
Skidmore,D3,W,19,Erin Davis,M,So,,"Monroe, CT",,
Skidmore,D3,W,20,Abby Lewis,F,Jr,,"East Greenwich, RI",,
Skidmore,D3,W,21,Mara Grace,M,Fr,,"Bethesda, MD",,
Skidmore,D3,W,22,Molly Cunningham,D,Sr,,"Morristown, NJ",,
Skidmore,D3,W,23,Madison Hallet,M,Sr,,"Burlington, CT",,
Skidmore,D3,W,24,Mikayla Dorrer,F,Sr,,"Norton, MA",,
Skidmore,D3,W,25,Addie Dring,F,So,,"Irvington, NY",,
Skidmore,D3,W,26,Hannah Fetzer,F,Jr,,"Chappaqua, NY",,
Skidmore,D3,W,30,Kendall Livingston,GK,Fr,,"Howell, NJ",,
Union (NY),D3,M,0,Maks Zebic,GK,Fr,,"Zagreb, Croatia",Economics,
Union (NY),D3,M,00,Nate Bott,GK,Jr,,"Ship Bottom, N.J.",Mechanical Engineering,PDA Hibernian
Union (NY),D3,M,1,Jacob Perry,GK,Sr,,"Avon, Conn.",Political Science,
Union (NY),D3,M,2,Nate Langlois,D,So,,"Sandy Spring, Md.",History,Potomac SA (ECNL)
Union (NY),D3,M,3,Gio Capellino,F,So,,"New York, N.Y.",Economics,Asphalt Green
Union (NY),D3,M,4,Ryan Morris,D,Fr,,"Phoenix, Ariz.",Neuroscience,Phoenix Rising (MLS Next)
Union (NY),D3,M,5,Caden Walker,D,Fr,,"Chicago, Ill.",Economics,Chicago Fire SC (EAL)
Union (NY),D3,M,6,Lucas Montalto,M,Sr,,"Babylon, N.Y.",Economics,South Shore FC
Union (NY),D3,M,7,London Abbott,M,So,,"Collinsville, Conn.",Liberal Arts,Oakwood SC (MLS Next)
Union (NY),D3,M,8,Grant Della Rocca,M,Sr,,"McLean, Va.",Biology,McLean YS (ECNL)
Union (NY),D3,M,9,Noah Cain,M,Fr,,"Franklin, Mass.",Psychology,
Union (NY),D3,M,10,Max Berger,M,So,,"West Simsbury, Conn.",Liberal Arts,FSA FC (ECNL)
Union (NY),D3,M,11,Luke Ingber,D,Jr,,"Norwalk, Conn.",Economics,CT Rush
Union (NY),D3,M,12,Christian O'Hara,M,Jr,,"Sea Cliff, N.Y.",Economics,
Union (NY),D3,M,13,Justin Ely,D,Sr,,"Chester, N.Y.",Economics,Quickstrike FC
Union (NY),D3,M,14,Diogo Charraz,M,Fr,,"Lisbon, Portugal",Economics,Black Rock (USL2)
Union (NY),D3,M,15,Declan Crowley,D,Jr,,"Pembroke, Mass.",Economics,Boston Bolts (ECNL)
Union (NY),D3,M,16,Matt Guiliano,D,Fr,,"West Hempstead, N.Y.",Civil Engineering,BW Gottschee (MLS Next)
Union (NY),D3,M,17,Ronnie Rosa Benicio,F,Sr,,"Lisbon, Portugal",Economics,Bethesda SC
Union (NY),D3,M,18,Shane Crowley,M,Fr,,"Pembroke, Mass.",Political Science,Boston Bolts (NAL)
Union (NY),D3,M,19,Julian Badger,F,So,,"Hyde Park, Mass.",Mechanical Engineering,Steel United
Union (NY),D3,M,20,Arturo Pena Fulcar,M,Fr,,"Santo Domingo, Dominican Republic",Economics,
Union (NY),D3,M,21,Chris Mariniello,D,Fr,,"Hoboken, N.J.",Economics,Cedar Stars Monmouth (MLS Next)
Union (NY),D3,M,22,Alex Borkland,M,Jr,,"Swampscott, Mass.",Economics,Aztec 05 (NPL)
Union (NY),D3,M,23,Logan Weitzmann,M,So,,"Stroudsburg, Pa.",Economics,Hex FC 05
